has_job_experience,requires_job_training,full_time_position,company_age,no_of_employees,annual_wage,application_year,application_month,decision_date,case_status,processing_time_days,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,region_of_employment_Island,region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,education_of_employee_Bachelor,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master
0,0,1,21,1729,59718.56,2022,12,2023-05-04,1,141,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,17,4218,1196721.344,2018,2,2018-06-17,0,128,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,7,2117,133655.95,2021,6,2021-08-22,1,56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,13,2162,108178.81,2020,3,2020-04-02,1,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,6,1409,146921.84,2022,2,2022-06-15,1,134,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,1,39,173070,201239.27,2024,8,2024-09-01,0,23,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,12,1467,64493.72,2017,7,2017-08-01,1,19,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,19,14832,50167.55,2020,11,2021-02-06,0,73,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,12,318,126307.46,2019,7,2019-09-25,1,83,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,172,5384,37713.78,2021,8,2021-11-04,1,85,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,25,1569,242813.07,2023,10,2023-12-20,1,54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,189,11041,1583817.248,2021,2,2021-07-05,0,149,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,66,23151,162237.01,2016,6,2016-11-01,1,146,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,12,1336,93153.75,2016,1,2016-02-06,0,15,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,151,991,74006.58,2018,9,2018-11-12,1,62,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,22,3077,52563.97,2021,7,2021-09-02,1,48,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,32,2902,103929.6,2024,8,2024-12-13,1,126,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,11,2281,13481.85,2018,7,2018-11-22,0,119,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,17,484,1651610.0640000002,2023,2,2023-03-22,0,32,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,37,37432,16164.16,2019,11,2019-12-06,1,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,34,3289,36512.38,2019,1,2019-03-05,1,33,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0,1,12,2796,64300.46,2019,7,2019-11-07,1,100,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,1,12,1570,153971.89,2016,6,2016-08-31,1,76,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,1,25,731,2075190.416,2021,4,2021-06-07,0,52,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,14,3279,150062.69,2021,8,2021-10-10,1,50,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,13,1437,176207.24,2019,10,2020-01-08,1,93,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,135,885,61656.38,2021,5,2021-07-09,1,58,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,108,27073,121327.37,2019,12,2020-03-28,0,93,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,78,3140,5947.12,2018,9,2019-01-01,1,106,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,128,2363,27009.89,2017,3,2017-08-03,1,136,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,1,41,191,73097.77,2018,11,2018-12-02,1,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,23,614,150652.22,2019,3,2019-06-13,0,83,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,17,3772,51166.64,2022,5,2022-06-04,1,29,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,2,4190,14910.74,2017,4,2017-07-28,1,98,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,21,2158,55979.42,2020,3,2020-06-22,0,85,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,16,2879,51298.41,2024,8,2024-12-06,1,111,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,34,1928,18429.0,2020,9,2020-12-23,1,93,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,56,42733,60979.69,2020,4,2020-05-27,1,52,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,1,1,33,575,107930.59,2019,8,2019-10-04,0,63,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,29,1305,217313.08,2024,12,2025-02-23,1,66,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,24,2569,69586.47,2019,1,2019-01-31,1,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,25,1647,1626.14,2021,10,2021-10-19,1,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,18,183,76119.17,2022,9,2022-10-12,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,13,1512,33064.61,2024,12,2025-03-20,1,93,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,26,440,57822.08,2023,3,2023-04-27,1,54,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,17,693,69921.27,2017,7,2017-09-23,1,69,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,167,1736,71666.5,2024,10,2025-01-24,1,112,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,1,153,781,85701.17,2021,3,2021-03-28,1,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,25,3217,3292850.6,2023,10,2023-12-01,1,53,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,24,5232,128923.23,2021,2,2021-03-02,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,77,618,116585.34,2016,5,2016-07-26,1,78,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,26,221,58826.51,2024,5,2024-07-04,0,60,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,28,4254,1778.83,2017,7,2017-10-27,1,90,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,1,22,2761,83269.02,2024,4,2024-07-08,1,89,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,25,1405,14600.43,2021,5,2021-09-22,0,140,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,23,3450,89124.17,2019,3,2019-05-05,0,39,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,41,5283,83594.0,2017,1,2017-02-06,1,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,24,9535,128182.07,2018,5,2018-06-17,1,32,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,15,16,42227.84,2023,3,2023-05-16,0,49,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,178,1890,253111.05,2016,5,2016-06-25,1,31,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,0,1,17,2611,90866.01,2019,10,2020-01-23,0,104,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,15,832,107867.44,2024,12,2025-01-27,1,36,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,11,1738,60591.27,2017,9,2017-12-13,1,88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,52,5557,15981.44,2020,1,2020-03-28,1,69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,21,613,12208.85,2019,12,2020-02-23,1,59,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,42,3680,10921.36,2023,5,2023-05-20,1,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,1,20,578,13655.34,2019,7,2019-10-27,1,98,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,58,3855,42424.06,2018,7,2018-08-30,0,44,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,1,1,20,633,110941.89,2016,10,2017-02-02,1,99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,37,232,96065.76,2020,11,2020-11-21,1,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,132,734,147139.42,2019,6,2019-10-20,1,128,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,1,19,796,46567.68,2018,9,2018-11-24,1,84,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,22,3674,149020.25,2024,11,2024-12-23,1,43,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,20,1578,74366.23,2020,3,2020-06-12,1,100,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,27,972,61196.16,2022,10,2023-01-16,1,101,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,8,1630,115977.83,2021,11,2022-02-10,0,88,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,28,4888,113881.29,2016,5,2016-06-30,1,34,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,43,235,145722.19,2019,6,2019-09-27,1,112,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,24,402,114753.26,2019,12,2020-01-09,1,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,49,3071,129267.0,2016,1,2016-05-15,1,119,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,20,2032,974378.496,2024,11,2025-01-23,0,65,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,155,433,124155.88,2022,5,2022-10-10,1,135,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,11,1020,70919.85,2019,6,2019-06-25,0,23,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,19,1879,54983.49,2024,11,2025-03-16,1,116,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,43,558,122691.96,2021,2,2021-03-02,1,15,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,19,871,36776.98,2024,2,2024-02-20,1,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,56,4120,268440.33,2024,2,2024-04-21,1,71,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,25,2665,66561.93,2022,5,2022-06-14,0,34,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,27,983,78811.73,2018,5,2018-08-09,0,96,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,20,1961,60130.89,2021,2,2021-07-05,1,127,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,1,13,2464,111100.53,2017,2,2017-02-28,1,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,1,17,334,67175.1,2016,4,2016-07-27,1,98,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,10,3085,1912.07,2019,9,2020-01-07,0,127,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,15,2852,101373.29,2019,1,2019-02-20,1,49,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,12,1526,42011.94,2016,1,2016-02-22,1,39,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,1,19,275,57703.59,2021,11,2022-04-16,1,141,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,93,371,111766.97,2021,4,2021-08-19,1,124,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,165,1220,1030.85,2016,12,2017-01-25,1,45,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,53,1348,47894.41,2024,2,2024-05-10,0,90,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,23,3882,41212.34,2021,2,2021-05-15,1,86,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,8,4296,6941.67,2016,10,2017-01-28,1,116,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,9,2157,41455.88,2021,2,2021-02-27,0,25,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,1,45,2533,70262.29,2019,2,2019-05-28,1,89,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,38,588,46022.43,2024,12,2025-04-02,1,104,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,15,3731,26441.91,2019,12,2020-02-21,1,69,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,1,63,256,97329.25,2017,9,2018-01-10,1,104,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,22,3469,122774.89,2021,3,2021-03-20,1,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,20,1476,102681.94,2023,10,2024-01-15,1,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,35,3975,49288.61,2020,7,2020-10-05,1,74,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,111,1608,46430.44,2020,9,2021-01-26,1,120,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,1,30,2536,36556.75,2023,7,2023-12-16,1,143,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,24,2960,99734.23,2019,9,2019-09-28,1,15,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,14,330,15256.4,2024,1,2024-05-31,0,141,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,17,4525,98009.77,2017,5,2017-08-04,0,86,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,18,1917,83476.78,2016,11,2017-02-15,1,98,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,96,1452,7773.02,2018,12,2019-01-07,0,32,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,39,1300,35896.25,2021,10,2021-12-15,0,64,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,47,99,16635.6,2024,10,2024-12-22,1,82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,15,851,19224.03,2017,9,2018-01-21,1,131,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,13,5620,75468.65,2019,2,2019-04-08,1,66,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,10,882,69771.62,2022,3,2022-04-03,1,22,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,21,3983,17874.54,2018,2,2018-03-26,1,48,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,201,4310,115624.13,2023,7,2023-10-22,1,92,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,1,12,610,1505870.288,2023,12,2024-03-03,0,63,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,78,3512,63098.43,2019,10,2019-11-01,1,15,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,1,14,1632,178259.93,2022,4,2022-04-27,1,15,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,10,2429,88501.31,2020,6,2020-10-30,0,134,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,9,1448,32831.32,2023,10,2024-01-05,1,77,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,105,520,135864.97,2017,2,2017-07-03,1,130,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,155,3073,112568.07,2021,4,2021-08-02,0,122,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,23,2209,106335.17,2023,9,2024-01-30,0,136,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,154,1577,148993.82,2022,9,2022-10-31,1,58,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,1,19,1333,22791.31,2018,11,2019-01-28,0,82,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,17,2286,770296.5920000001,2024,6,2024-07-22,0,43,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,1,1,27,2166,208373.95,2021,12,2021-12-19,1,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,18,613,91887.44,2023,7,2023-09-09,1,56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,162,5685,99679.29,2016,9,2016-12-23,1,102,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,25,2347,17717.27,2019,1,2019-01-24,0,20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,19,6509,3511.73,2021,2,2021-06-04,1,110,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,10,1982,12501.49,2018,5,2018-06-06,0,20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,33,3263,49904.17,2020,10,2020-11-09,1,34,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,11,1910,134309.77,2018,11,2018-12-04,1,15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,1,12,274,77686.16,2016,11,2017-02-12,0,98,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,12,878,74183.96,2019,7,2019-09-06,1,54,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0,1,39,2346,76602.84,2023,6,2023-09-22,1,95,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,62,2931,55951.55,2023,8,2023-10-05,1,51,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,15,1270,53915.03,2021,4,2021-08-08,0,110,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,13,491,120234.92,2024,2,2024-03-06,1,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,20,226,57981.55,2023,5,2023-08-21,1,100,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,174,452,101475.51,2017,7,2017-08-13,1,15,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,46,5998,91086.97,2018,1,2018-03-08,1,47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,14,4386,31863.55,2022,3,2022-07-24,0,140,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,16,1260,552694.48,2023,9,2023-10-16,1,44,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,12,2567,212325.37,2016,9,2016-11-29,0,78,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,61,120,6904.83,2021,12,2022-05-06,0,146,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,37,3955,119305.23,2022,12,2023-01-11,1,26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,153,1865,69111.47,2018,11,2018-12-19,1,42,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,23,2707,5272.36,2016,12,2017-04-15,1,106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,1,1,22,15082,95843.72,2016,3,2016-06-26,1,106,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,1,7,5202,30537.84,2016,12,2017-04-09,1,111,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,25,499,733512.0,2023,3,2023-07-04,0,101,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,22,3692,43073.37,2021,4,2021-07-17,1,81,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,23,3169,36721.72,2018,5,2018-06-04,1,25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,20,2171,23131.78,2023,5,2023-09-28,0,128,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,24,2722,31011.344,2019,6,2019-08-15,0,53,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,13,1319,114683.04,2017,10,2017-12-01,1,51,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,27,3702,83870.21,2024,2,2024-05-12,0,89,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,88,7991,155532.92,2021,3,2021-07-01,1,115,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,132,2219,145800.71,2017,6,2017-07-08,0,15,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,34,1983,100055.59,2019,2,2019-06-21,1,114,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1,23,1785,115862.08,2020,3,2020-07-18,1,113,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,72,2495,96786.46,2022,9,2022-10-10,1,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,16,3062,26526.5,2020,4,2020-08-12,1,105,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,20,3731,134721.8,2022,11,2023-03-07,1,106,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,32,1899,75957.23,2018,2,2018-06-14,0,108,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,53,1755,120809.98,2021,4,2021-09-06,1,141,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,169,936,70978.59,2016,12,2017-02-13,1,71,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,31,1152,45803.08,2018,1,2018-04-15,1,85,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,19,929,53201.48,2024,12,2025-03-05,0,78,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,55,2036,24993.65,2020,3,2020-05-01,1,51,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,59,2951,104714.05,2019,7,2019-10-19,0,87,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,19,4389,54583.99,2019,7,2019-11-14,1,133,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,26,4774,27784.03,2024,3,2024-05-04,1,41,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,14,541,142259.73,2020,8,2020-08-16,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,20,960,116779.89,2020,6,2020-11-03,0,136,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,40,3993,97509.48,2021,12,2022-03-06,1,66,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,14,1000,10164.72,2022,9,2022-12-24,1,98,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,1,20,1174,8819.93,2016,4,2016-08-25,1,145,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,46,206389,96786.1,2017,12,2018-05-09,0,144,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,23,4853,144950.62,2016,1,2016-05-16,1,112,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,10,2030,21672.7,2017,10,2017-12-08,1,56,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,0,1,62,2765,6036.67,2024,12,2025-05-30,1,151,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,1,19,2221,101863.05,2019,4,2019-06-27,1,64,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,22,546,122591.85,2016,9,2016-10-14,1,23,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,41,2162,1474640.336,2023,3,2023-06-27,1,101,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,13,5344,14739.15,2019,7,2019-11-28,1,148,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,5,156,429332.8,2018,12,2019-04-12,0,116,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,33,2869,1471460.64,2024,6,2024-11-05,1,150,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,1,12,607,76079.65,2022,9,2022-10-24,1,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,13,4116,1258776.896,2016,5,2016-06-01,1,29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,9,5505,72685.78,2018,2,2018-03-17,1,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,47,2561,107906.17,2024,10,2025-01-10,0,78,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,1,156,1858,202917.69,2024,4,2024-04-20,1,18,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,13,2499,2013944.608,2021,10,2022-01-29,0,114,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,46,2576,53011.99,2023,11,2023-12-04,1,32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,1,1,84,29369,48005.34,2024,3,2024-05-18,1,69,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,19,3383,217484.8,2024,4,2024-05-12,1,15,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,1,25,1090,56543.15,2023,3,2023-03-23,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,147,5715,47932.38,2019,9,2019-12-29,1,97,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,13,5419,73062.29,2019,6,2019-09-24,1,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1,16,2527,47455.87,2019,7,2019-09-09,1,43,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,18,1274,99601.76,2024,4,2024-06-22,1,70,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,16,7739,149454.94,2020,7,2020-08-26,1,27,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,17,782,94169.82,2019,9,2019-12-22,1,87,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,4,3835,83334.04,2019,9,2020-01-11,1,123,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,37,259,88938.94,2018,11,2019-03-25,0,134,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,21,1374,76390.79,2023,11,2024-03-21,0,119,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,36,4813,87790.2,2020,9,2020-10-14,1,32,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,1,18,1577,78203.13,2021,11,2021-11-30,1,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,101,2328,120999.0,2021,10,2021-12-22,1,53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,37,5102,54615.97,2018,1,2018-03-12,1,46,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,18,3333,136387.31,2024,10,2024-11-28,0,34,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,110,149,48962.2,2016,1,2016-06-17,0,140,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
